PARTY,Q2A_C,Q2A_D,Q2A_F,Q2B_A,Q2B_B,Q2B_C,Q2B_D,Q2B_E,Q2B_F,Q2B_G,Q2B_H,Q2B_I,Q2B_J,Q2B_K,Q2B_L,Q2B_M,Q2B_N,Q2B_O,Q2B_P,demFav,Q2A_A,Q2A_B,Q2A_E,repFav,cDemFav,zDemFav,zRepFav
Independent,3,3,2,2,3,3,3,2,2,NA,NA,3,2,NA,NA,3,NA,2,3,2.428571429,4,NA,3,1.5,0.095709945,0.119397883,-0.619385178
Democrat,1,NA,1,4,4,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.857142857,4,4,4,1,-0.475718627,-0.59345763,-1.247853227
Republican,4,4,4,3,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,NA,4,2.5,-0.832861484,-1.038992326,0.637550921
Republican,4,4,3,4,NA,NA,NA,NA,NA,4,NA,4,NA,3,NA,NA,NA,NA,4,1.25,1,NA,3,3,-1.082861484,-1.350866613,1.26601897
Democrat,2,NA,1,2,NA,2,3,1,3,NA,NA,NA,NA,2,3,2,3,NA,NA,2.818181818,4,3,4,1.333333333,0.485320334,0.605435733,-0.828874527
Republican,3,2,2,2,3,2,3,2,3,NA,2,NA,3,NA,NA,NA,NA,NA,2,2.583333333,2,NA,3,2.5,0.250471849,0.312462918,0.637550921
Democrat,2,NA,2,2,1,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.142857143,4,NA,3,1.5,0.809995659,1.010467275,-0.619385178
Independent,3,2,2,3,2,2,2,1,2,NA,2,2,2,2,NA,NA,NA,2,NA,2.928571429,4,NA,4,1,0.595709945,0.743146457,-1.247853227
Democrat,2,NA,2,2,2,2,2,1,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,3.1,4,2,4,1.666666667,0.767138516,0.957003111,-0.409895828
Independent,2,NA,1,1,2,1,3,1,2,NA,2,NA,NA,NA,3,3,NA,NA,NA,3.090909091,4,NA,4,1,0.758047607,0.945662228,-1.247853227
Democrat,3,2,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,4,NA,3,1.5,0.467138516,0.582753967,-0.619385178
Democrat,3,2,1,3,NA,2,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.714285714,4,NA,3,1.5,0.38142423,0.47582564,-0.619385178
Independent,2,3,3,2,2,3,3,2,3,NA,2,2,NA,2,2,NA,3,NA,NA,2.571428571,1,NA,2,3.5,0.238567088,0.297611761,1.894487019
Republican,4,4,4,4,4,4,4,4,4,NA,NA,4,NA,4,NA,NA,NA,NA,4,1,1,NA,2,3.5,-1.332861484,-1.662740901,1.894487019
Independent,4,4,2,4,NA,NA,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.625,3,NA,2,2.5,-0.707861484,-0.883055183,0.637550921
Democrat,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,1,1.667138516,2.079750545,-1.247853227
Independent,3,NA,1,2,3,3,3,2,3,3,NA,NA,NA,NA,2,3,3,NA,2,2.461538462,4,3,3,1.666666667,0.128676978,0.160524163,-0.409895828
Democrat,1,NA,2,2,3,2,2,2,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2.777777778,4,3,2,2,0.444916294,0.555031808,0.009082872
Independent,4,NA,4,4,4,3,NA,3,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1.25,4,2,3,2,-1.082861484,-1.350866613,0.009082872
Independent,3,NA,1,2,3,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,4,3,2,2,0.417138516,0.520379109,0.009082872
Democrat,2,NA,1,2,NA,NA,NA,2,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,3.142857143,4,2,3,2,0.809995659,1.010467275,0.009082872
Republican,4,3,2,4,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,-0.332861484,-0.415243752,1.26601897
Independent,3,2,1,2,2,2,2,1,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,3.181818182,3,NA,3,2,0.848956698,1.05907106,0.009082872
Republican,4,NA,4,3,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1.166666667,3,NA,NA,2,-1.166194817,-1.454824709,0.009082872
Republican,4,4,3,3,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.666666667,2,NA,4,2,-0.666194817,-0.831076135,0.009082872
Independent,4,NA,3,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,2,NA,NA,3,-0.582861484,-0.727118039,1.26601897
Republican,4,NA,4,4,4,4,4,4,4,3,4,4,NA,4,NA,NA,NA,NA,3,1.153846154,1,3,2,3,-1.17901533,-1.470818262,1.26601897
Independent,2,2,2,2,2,2,2,1,1,2,2,3,NA,NA,3,3,NA,NA,NA,2.928571429,4,NA,4,1,0.595709945,0.743146457,-1.247853227
Democrat,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,1,1.667138516,2.079750545,-1.247853227
Independent,2,2,2,2,2,2,2,2,2,3,2,2,2,NA,NA,NA,2,NA,NA,2.928571429,2,NA,2,3,0.595709945,0.743146457,1.26601897
Independent,1,NA,1,1,1,3,2,2,1,3,NA,3,NA,3,NA,NA,3,3,NA,2.923076923,4,2,4,1.666666667,0.590215439,0.736292077,-0.409895828
Other,2,2,2,1,3,3,4,1,2,3,NA,4,3,NA,2,2,NA,NA,NA,2.571428571,4,NA,4,1,0.238567088,0.297611761,-1.247853227
Democrat,4,2,1,2,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.714285714,4,NA,4,1,0.38142423,0.47582564,-1.247853227
Democrat,2,NA,1,2,1,1,2,2,1,NA,1,2,3,NA,NA,NA,3,NA,3,3.153846154,4,3,4,1.333333333,0.82098467,1.024176035,-0.828874527
Independent,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.333333333,2,NA,2,3,0.000471849,0.000588631,1.26601897
Democrat,3,3,2,3,2,3,3,2,3,NA,3,NA,3,NA,NA,NA,3,3,2,2.285714286,4,NA,3,1.5,-0.047147198,-0.058815995,-0.619385178
Republican,4,NA,4,4,3,3,3,4,3,NA,3,3,3,NA,3,NA,3,NA,NA,1.692307692,1,3,3,2.666666667,-0.640553792,-0.799089029,0.84704027
Republican,4,NA,4,4,4,4,4,4,4,NA,4,4,NA,4,NA,4,NA,NA,4,1,1,NA,2,3.5,-1.332861484,-1.662740901,1.894487019
Democrat,2,1,1,2,2,1,2,1,2,NA,2,NA,NA,NA,2,1,NA,NA,NA,3.416666667,4,NA,4,1,1.083805183,1.352043875,-1.247853227
Independent,4,4,2,2,NA,NA,4,4,3,NA,NA,3,NA,NA,NA,3,NA,NA,NA,1.777777778,1,NA,2,3.5,-0.555083706,-0.692465341,1.894487019
Democrat,2,3,1,1,3,2,3,4,3,NA,2,4,NA,4,NA,NA,NA,4,2,2.285714286,4,NA,4,1,-0.047147198,-0.058815995,-1.247853227
Democrat,2,2,1,2,2,2,1,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,1,3.333333333,3,NA,4,1.5,1.000471849,1.248085779,-0.619385178
Republican,2,2,2,2,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2.857142857,3,NA,2,2.5,0.524281373,0.654039518,0.637550921
Republican,4,NA,4,4,NA,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.166666667,1,3,3,2.666666667,-1.166194817,-1.454824709,0.84704027
Independent,4,NA,4,3,2,NA,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2.333333333,-0.332861484,-0.415243752,0.428061571
Democrat,2,2,1,1,3,3,2,1,2,4,4,NA,NA,4,NA,NA,4,NA,4,2.357142857,4,NA,4,1,0.024281373,0.030290944,-1.247853227
Democrat,2,NA,2,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,1.333333333,0.667138516,0.832253397,-0.828874527
Independent,4,NA,4,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,2,2.666666667,-1.332861484,-1.662740901,0.84704027
Independent,4,NA,4,4,4,4,4,4,4,NA,NA,NA,4,4,4,NA,NA,NA,NA,1,1,3,2,3,-1.332861484,-1.662740901,1.26601897
Independent,4,NA,4,3,2,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.833333333,4,4,3,1.333333333,-0.499528151,-0.623159943,-0.828874527
Democrat,3,NA,1,2,1,2,2,1,2,NA,NA,2,2,NA,NA,NA,NA,2,NA,3.181818182,3,2,3,2.333333333,0.848956698,1.05907106,0.428061571
Independent,4,NA,4,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2,4,4,1.666666667,-1.082861484,-1.350866613,-0.409895828
Democrat,2,2,2,2,4,3,2,2,2,2,2,NA,NA,NA,2,NA,2,NA,3,2.714285714,4,NA,3,1.5,0.38142423,0.47582564,-0.619385178
Independent,2,3,1,2,3,3,3,3,2,NA,3,3,NA,3,NA,3,3,NA,NA,2.357142857,4,NA,2,2,0.024281373,0.030290944,0.009082872
Republican,3,NA,2,2,3,3,4,2,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2.222222222,3,3,3,2,-0.110639262,-0.138022163,0.009082872
Independent,2,2,1,2,2,2,2,2,2,2,NA,3,NA,NA,1,NA,NA,3,2,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Republican,4,4,3,NA,3,2,3,4,4,NA,3,4,3,4,NA,3,NA,NA,NA,1.615384615,3,NA,3,2,-0.717476868,-0.895050348,0.009082872
Independent,3,3,2,2,1,2,3,4,4,NA,3,3,3,NA,3,NA,NA,NA,NA,2.230769231,4,NA,4,1,-0.102092253,-0.127359795,-1.247853227
Independent,3,NA,2,2,2,2,2,2,2,NA,NA,3,2,NA,2,2,NA,2,NA,2.846153846,3,NA,3,2,0.513292362,0.640330758,0.009082872
Independent,1,3,1,1,2,3,3,4,3,NA,NA,NA,NA,3,3,3,NA,3,3,2.428571429,4,NA,4,1,0.095709945,0.119397883,-1.247853227
Independent,3,NA,1,3,4,2,4,4,4,NA,4,4,NA,NA,NA,1,4,NA,4,1.769230769,3,3,3,2,-0.563630715,-0.703127709,0.009082872
Other,3,3,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,4,NA,4,1,0.267138516,0.333254537,-1.247853227
Independent,2,2,1,1,2,2,2,2,2,NA,NA,2,NA,2,NA,NA,NA,NA,NA,3.181818182,4,NA,4,1,0.848956698,1.05907106,-1.247853227
Republican,3,4,3,3,4,4,3,4,4,NA,NA,NA,2,3,4,NA,NA,NA,NA,1.583333333,2,NA,2,3,-0.749528151,-0.935034231,1.26601897
Independent,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,1,-1.332861484,-1.662740901,-1.247853227
Independent,2,2,2,2,2,2,2,3,2,NA,NA,3,3,2,2,NA,NA,NA,3,2.714285714,4,NA,4,1,0.38142423,0.47582564,-1.247853227
Republican,4,4,4,4,4,3,4,4,4,3,4,NA,4,NA,4,4,NA,NA,NA,1.142857143,1,NA,2,3.5,-1.190004341,-1.484527022,1.894487019
Republican,4,NA,3,3,4,3,3,4,3,3,3,NA,NA,NA,NA,NA,3,3,4,1.692307692,2,3,2,2.666666667,-0.640553792,-0.799089029,0.84704027
Independent,4,NA,4,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,2,2,2,3,-1.082861484,-1.350866613,1.26601897
Independent,4,4,4,3,4,4,4,4,4,NA,NA,4,NA,3,NA,NA,NA,NA,3,1.25,2,NA,3,2.5,-1.082861484,-1.350866613,0.637550921
Independent,2,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2.666666667,0.667138516,0.832253397,0.84704027
Democrat,2,NA,2,2,2,2,2,2,1,2,NA,NA,NA,2,2,2,NA,2,NA,3.076923077,4,2,4,1.666666667,0.744061593,0.928214716,-0.409895828
Democrat,2,NA,1,2,1,1,1,2,1,NA,1,3,NA,NA,2,1,NA,1,NA,3.538461538,4,3,4,1.333333333,1.205600055,1.50398263,-0.828874527
Republican,3,3,4,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.777777778,2,NA,3,2.5,-0.555083706,-0.692465341,0.637550921
Independent,3,NA,2,3,3,3,3,3,3,3,NA,3,3,NA,NA,3,NA,3,NA,2.076923077,3,3,3,2,-0.255938407,-0.319282433,0.009082872
Independent,3,NA,3,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2.333333333,-0.332861484,-0.415243752,0.428061571
Republican,4,4,4,3,NA,3,3,NA,3,NA,NA,3,NA,4,NA,NA,3,NA,NA,1.6,1,NA,2,3.5,-0.732861484,-0.914242611,1.894487019
Independent,4,NA,4,4,4,4,4,4,4,NA,4,4,4,4,NA,NA,4,NA,NA,1,4,3,4,1.333333333,-1.332861484,-1.662740901,-0.828874527
Democrat,2,NA,2,2,2,1,2,2,2,NA,NA,4,NA,NA,2,NA,NA,3,3,2.75,4,3,4,1.333333333,0.417138516,0.520379109,-0.828874527
Republican,3,1,3,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,2,NA,2,3,0.167138516,0.208504822,1.26601897
Democrat,3,NA,2,3,NA,NA,2,3,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,2.428571429,3,NA,NA,2,0.095709945,0.119397883,0.009082872
Republican,3,NA,2,3,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2.166666667,2,NA,3,2.5,-0.166194817,-0.207327561,0.637550921
Independent,2,4,1,1,3,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2.727272727,2,NA,2,3,0.394411243,0.492026902,1.26601897
Republican,4,NA,3,4,NA,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.142857143,2,4,4,1.666666667,-1.190004341,-1.484527022,-0.409895828
Independent,3,NA,3,2,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2,3,3,2.333333333,-0.082861484,-0.103369465,0.428061571
Independent,3,NA,2,4,2,2,2,4,3,NA,2,3,NA,3,NA,NA,NA,NA,NA,2.272727273,4,2,3,2,-0.060134211,-0.075017257,0.009082872
Independent,4,4,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,3,NA,4,1.5,-0.732861484,-0.914242611,-0.619385178
Democrat,2,NA,1,1,2,2,2,2,2,2,NA,NA,2,2,NA,NA,2,NA,2,3.153846154,4,2,4,1.666666667,0.82098467,1.024176035,-0.409895828
Republican,4,NA,4,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,2.666666667,-1.332861484,-1.662740901,0.84704027
Democrat,4,1,1,2,4,4,2,2,2,NA,2,NA,3,NA,2,3,NA,NA,2,2.571428571,4,NA,4,1,0.238567088,0.297611761,-1.247853227
Independent,4,NA,3,4,4,4,4,4,4,NA,4,4,4,NA,4,NA,NA,NA,4,1.076923077,1,3,1,3.333333333,-1.255938407,-1.566779582,1.684997669
Independent,4,NA,2,3,3,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.857142857,2,3,3,2.333333333,-0.475718627,-0.59345763,0.428061571
Republican,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,-0.832861484,-1.038992326,NA
Independent,4,NA,3,4,3,3,2,3,3,NA,NA,NA,2,3,NA,NA,3,2,3,2.076923077,3,4,4,1.333333333,-0.255938407,-0.319282433,-0.828874527
Republican,4,4,4,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2,NA,4,2,-0.932861484,-1.163742041,0.009082872
Independent,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,3,1.5,-0.332861484,-0.415243752,-0.619385178
Republican,4,4,4,3,4,4,4,4,4,NA,4,4,NA,NA,4,NA,4,NA,3,1.142857143,1,NA,2,3.5,-1.190004341,-1.484527022,1.894487019
Republican,3,NA,4,2,1,2,1,4,3,NA,3,2,1,3,NA,NA,NA,4,NA,2.461538462,2,3,3,2.333333333,0.128676978,0.160524163,0.428061571
Republican,3,NA,3,3,3,3,3,4,4,NA,3,3,NA,NA,NA,3,NA,3,3,1.846153846,1,3,2,3,-0.486707638,-0.60716639,1.26601897
Independent,4,4,4,4,4,4,4,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,3.5,-1.332861484,-1.662740901,1.894487019
Democrat,1,1,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,2,2,2,2,2,3.571428571,4,NA,4,1,1.238567088,1.54510891,-1.247853227
Democrat,2,2,2,2,NA,2,2,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,2.5,0.667138516,0.832253397,0.637550921
Independent,2,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Republican,4,NA,4,4,3,3,4,4,3,NA,NA,3,4,NA,3,3,NA,NA,NA,1.5,1,3,2,3,-0.832861484,-1.038992326,1.26601897
Republican,3,NA,3,4,4,3,4,4,4,NA,4,NA,4,NA,NA,3,NA,4,2,1.461538462,2,3,3,2.333333333,-0.871323022,-1.086972986,0.428061571
Democrat,2,2,2,2,2,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.111111111,4,NA,3,1.5,0.778249627,0.970864191,-0.619385178
Democrat,2,2,1,4,2,2,2,1,1,NA,2,NA,4,NA,NA,2,3,NA,2,2.857142857,4,NA,4,1,0.524281373,0.654039518,-1.247853227
Democrat,3,NA,2,3,3,3,2,1,2,NA,2,3,2,NA,NA,3,NA,3,NA,2.538461538,4,3,2,2,0.205600055,0.256485482,0.009082872
Republican,4,NA,4,4,4,4,4,4,4,4,NA,4,4,NA,NA,4,NA,NA,4,1,1,3,2,3,-1.332861484,-1.662740901,1.26601897
Republican,3,3,3,2,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.571428571,3,NA,3,2,0.238567088,0.297611761,0.009082872
Democrat,2,NA,2,3,2,2,2,1,1,NA,NA,3,NA,3,3,2,NA,3,NA,2.769230769,4,2,4,1.666666667,0.436369285,0.544369439,-0.409895828
Republican,3,NA,4,3,3,3,3,NA,3,NA,2,2,NA,NA,NA,NA,1,4,NA,2.181818182,2,2,4,2.333333333,-0.151043302,-0.188426089,0.428061571
Independent,3,NA,3,4,3,3,3,2,3,NA,NA,NA,NA,3,3,3,NA,3,2,2.076923077,3,3,3,2,-0.255938407,-0.319282433,0.009082872
Independent,4,NA,1,1,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,4,2,3,2,0.467138516,0.582753967,0.009082872
Other,3,2,2,2,3,3,3,1,2,NA,NA,NA,3,NA,NA,3,3,3,3,2.428571429,2,NA,3,2.5,0.095709945,0.119397883,0.637550921
Democrat,4,NA,1,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,1,0.667138516,0.832253397,-1.247853227
Democrat,2,2,1,1,2,2,2,1,2,2,2,NA,2,NA,2,NA,NA,2,NA,3.214285714,4,NA,2,2,0.88142423,1.099574214,0.009082872
Republican,3,NA,3,3,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,3,3,2,2.333333333,-0.132861484,-0.165744322,0.428061571
Independent,2,2,2,1,2,2,2,2,2,NA,2,NA,2,3,NA,NA,2,NA,2,3,2,NA,2,3,0.667138516,0.832253397,1.26601897
Democrat,3,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,4,3,2,2,0.917138516,1.144127684,0.009082872
Independent,4,4,4,4,4,4,4,4,4,NA,4,NA,4,NA,NA,4,4,3,NA,1.071428571,1,NA,2,3.5,-1.261432912,-1.573633961,1.894487019
Republican,4,NA,3,4,4,4,4,4,4,NA,NA,4,NA,NA,NA,4,NA,NA,NA,1.1,2,3,3,2.333333333,-1.232861484,-1.537991186,0.428061571
Republican,3,NA,3,3,3,4,4,4,4,NA,NA,4,NA,4,NA,4,4,NA,3,1.384615385,2,3,2,2.666666667,-0.948246099,-1.182934305,0.84704027
Democrat,2,2,1,2,2,2,2,2,2,3,2,NA,NA,2,2,NA,NA,NA,NA,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Democrat,2,2,2,2,2,2,2,2,2,NA,2,NA,NA,NA,2,2,NA,NA,NA,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Democrat,2,3,3,3,3,3,3,NA,3,3,NA,NA,NA,3,NA,3,3,3,NA,2.076923077,3,NA,3,2,-0.255938407,-0.319282433,0.009082872
Republican,4,NA,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,4,4,NA,NA,NA,1,1,3,2,3,-1.332861484,-1.662740901,1.26601897
Democrat,2,1,1,1,2,2,1,2,2,2,2,NA,NA,NA,NA,2,1,NA,2,3.357142857,4,NA,4,1,1.024281373,1.277788093,-1.247853227
Republican,3,4,3,4,4,4,4,4,4,4,4,NA,4,NA,NA,4,NA,4,NA,1.142857143,2,NA,2,3,-1.190004341,-1.484527022,1.26601897
Independent,3,3,2,2,2,2,3,2,3,2,NA,3,2,NA,NA,2,2,NA,NA,2.642857143,3,NA,3,2,0.309995659,0.386718701,0.009082872
Republican,3,NA,4,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,3,NA,NA,2,-0.932861484,-1.163742041,0.009082872
Republican,4,NA,4,3,4,3,4,4,4,NA,4,4,4,4,NA,NA,NA,NA,4,1.153846154,1,4,4,2,-1.17901533,-1.470818262,0.009082872
Democrat,2,1,1,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,3.272727273,3,NA,2,2.5,0.939865789,1.172479892,0.637550921
Democrat,4,2,1,1,2,1,2,2,1,NA,2,2,4,NA,NA,2,NA,4,NA,2.857142857,4,NA,4,1,0.524281373,0.654039518,-1.247853227
Democrat,2,2,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,3.272727273,4,NA,4,1,0.939865789,1.172479892,-1.247853227
Democrat,2,2,1,2,2,1,1,2,2,NA,NA,3,NA,3,NA,2,2,NA,NA,3.076923077,4,NA,4,1,0.744061593,0.928214716,-1.247853227
Independent,4,NA,3,2,4,3,4,4,4,NA,4,4,3,NA,NA,NA,4,3,NA,1.461538462,2,NA,3,2.5,-0.871323022,-1.086972986,0.637550921
Independent,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.333333333,4,NA,3,1.5,0.000471849,0.000588631,-0.619385178
Independent,3,4,2,1,NA,2,4,4,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2.4,4,NA,4,1,0.067138516,0.083755107,-1.247853227
Independent,2,3,2,2,3,3,3,4,3,NA,3,3,NA,3,NA,NA,2,NA,3,2.214285714,3,NA,2,2.5,-0.11857577,-0.147922934,0.637550921
Independent,2,NA,2,2,2,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3.2,4,2,4,1.666666667,0.867138516,1.081752826,-0.409895828
Democrat,2,NA,1,2,4,3,4,2,3,NA,NA,NA,3,3,NA,2,3,NA,3,2.307692308,4,3,4,1.333333333,-0.025169176,-0.031398476,-0.828874527
Democrat,2,NA,1,2,2,2,2,2,2,NA,2,2,NA,NA,2,NA,2,NA,2,3.076923077,4,NA,4,1,0.744061593,0.928214716,-1.247853227
Independent,4,NA,4,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2,4,4,1.666666667,-0.832861484,-1.038992326,-0.409895828
Republican,4,NA,4,4,3,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.285714286,1,3,2,3,-1.047147198,-1.306313144,1.26601897
Democrat,2,2,1,2,1,2,2,3,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,3.090909091,4,NA,4,1,0.758047607,0.945662228,-1.247853227
Republican,4,4,3,4,NA,4,4,4,4,NA,NA,NA,NA,4,NA,NA,NA,4,NA,1.1,2,NA,4,2,-1.232861484,-1.537991186,0.009082872
Independent,3,NA,2,3,3,4,3,3,3,NA,NA,3,NA,3,3,NA,3,3,NA,2,3,4,3,1.666666667,-0.332861484,-0.415243752,-0.409895828
Independent,4,3,3,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.833333333,1,NA,3,3,-0.499528151,-0.623159943,1.26601897
Democrat,2,NA,1,2,2,2,3,2,2,NA,NA,NA,3,2,NA,NA,2,NA,2,2.916666667,4,2,4,1.666666667,0.583805183,0.728295301,-0.409895828
Democrat,2,2,1,3,2,2,3,1,1,NA,NA,NA,3,3,2,3,NA,NA,4,2.714285714,4,NA,4,1,0.38142423,0.47582564,-1.247853227
Independent,3,2,2,2,2,NA,NA,1,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2.888888889,4,NA,1,2.5,0.556027405,0.693642602,0.637550921
Independent,4,4,2,3,4,4,4,1,3,NA,NA,NA,4,NA,3,4,NA,NA,NA,1.666666667,2,NA,4,2,-0.666194817,-0.831076135,0.009082872
Republican,3,4,3,4,4,4,4,4,4,NA,NA,NA,NA,4,4,NA,4,4,4,1.142857143,2,NA,2,3,-1.190004341,-1.484527022,1.26601897
Independent,2,3,2,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2.714285714,2,NA,2,3,0.38142423,0.47582564,1.26601897
Democrat,3,3,2,2,3,NA,3,3,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2.222222222,3,NA,3,2,-0.110639262,-0.138022163,0.009082872
Independent,2,3,2,2,2,2,2,3,3,NA,2,2,NA,NA,NA,2,NA,2,NA,2.769230769,4,NA,4,1,0.436369285,0.544369439,-1.247853227
Democrat,3,NA,2,3,3,2,2,1,2,2,NA,NA,2,NA,NA,2,2,3,NA,2.769230769,3,3,4,1.666666667,0.436369285,0.544369439,-0.409895828
Other,4,NA,4,4,4,4,4,4,4,NA,4,4,4,NA,NA,4,NA,NA,4,1,2,3,3,2.333333333,-1.332861484,-1.662740901,0.428061571
Republican,4,NA,4,3,4,4,4,4,4,NA,NA,NA,4,4,4,4,NA,4,NA,1.076923077,1,NA,2,3.5,-1.255938407,-1.566779582,1.894487019
Other,3,3,2,2,NA,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.571428571,4,NA,3,1.5,0.238567088,0.297611761,-0.619385178
